f1,f2,f3,f4,f5,label
0.3946761742012626,0.0648127755876847,0.1113430828523279,0.7963863400365587,0.5146074571215279,0
0.198206641137188,0.3564979701331011,0.7541605685710715,0.3157302290870747,0.4456769662928539,0
0.2548310658075289,0.1596485410033209,0.4281717599693683,0.9458180604199904,0.2423629451327588,0
0.8085453475596607,0.7986885553082297,0.1570962329097562,0.7854794483298397,0.3852861239850242,0
0.796015166388267,0.8426131933334714,0.3145146471023985,0.575637648013701,0.9521354563721374,1
0.4363683097722972,0.6241779953442969,0.9661120498688512,0.1595377323730958,0.6830269353692036,1
0.8893444127092494,0.8332976642689736,0.5649169213641765,0.8287549940419843,0.1935515037738204,1
0.2622753898467358,0.8122376428799772,0.8744418662273348,0.683391301547893,0.3055879606241442,1
0.2043620795668947,0.3940840672576969,0.3568189922670575,0.9457016145005336,0.1196215885186223,0
0.490425407874474,0.5790717206509597,0.5161471395808226,0.8672473961821388,0.1475284807339317,1
0.7165884357764507,0.7101294608682672,0.7019985793164432,0.2670652626659069,0.3743458064003279,0
0.8099658489007538,0.2091709201740884,0.3704492308571129,0.6512114479016994,0.1119806585704615,1
0.0071595641967499,0.6729037979003187,0.6032106162402958,0.8490600528237187,0.6703313009246799,0
0.8114691862498223,0.542784252441339,0.1978773395836541,0.3356515711797857,0.2409718387666375,1
0.3316605988142715,0.6682327649740782,0.0842463577805076,0.7294743384670291,0.0442991439575335,0
0.5752689168909181,0.4369610995938947,0.8482832112352522,0.3293165169069378,0.516806466510097,0
0.6715126350691829,0.4623327305121726,0.8851381520625136,0.7371866854611087,0.937947205425099,0
0.5413416813666007,0.6369874251646706,0.2894626734267246,0.111714644116321,0.2923461680584516,0
0.0466226340550703,0.7013406405078885,0.8069697114547973,0.5214561522661905,0.596980869415596,1
0.8087687643316085,0.8701122419816071,0.64439459542193,0.7430715627613156,0.0456216238340281,1
0.7970123373145491,0.3503132561550239,0.1717311078751331,0.3914783340487249,0.618753666186552,1
0.0522276866661568,0.2647541326459348,0.4871625113426625,0.3783834158326854,0.3171723721720343,1
0.6053445412514644,0.938151588742723,0.0607309427271612,0.0661395718933414,0.4730557046543504,0
0.0742776805334076,0.4810047619424334,0.4599142469927137,0.3260601870666264,0.4096081369146741,1
0.1765553737617584,0.2438138370294648,0.2917017229123128,0.2829955633958723,0.9940224728867476,0
0.3305035621620206,0.563466414354901,0.9727304580721812,0.2382630890355589,0.2320673124077764,1
0.7356609682701462,0.1484593446653117,0.4517254470417676,0.7452538619426321,0.851301833142923,1
0.4647896269233499,0.1120108917788653,0.742905228908816,0.8186500000935066,0.9132753075404136,1
0.528319443733867,0.9690784317105964,0.8784495483034411,0.7214459398162956,0.5691347870578334,1
0.1087251592544624,0.1509225749884715,0.6891723217789966,0.0258201952227883,0.3465522456427214,1
0.6611089326205319,0.6819955144394676,0.3363912608617202,0.941334910472046,0.5370708139893232,0
0.9766913092716276,0.3516233014961551,0.9306264652709574,0.7076021907923989,0.1433112850009388,1
0.946837747406806,0.938216138454467,0.272247142410834,0.472951894206352,0.7921398764319324,1
0.3873251720393084,0.2803234814254266,0.7803627425889186,0.981219264219304,0.440428879977408,0
0.5242711773178445,0.1382068448800795,0.471446439219401,0.8336415419891265,0.0403814042561663,0
0.4622500983071367,0.2625739637729299,0.2129281879491792,0.5283011687238358,0.0590530348056214,0
0.6069072041389485,0.4133065526106818,0.9521043193396546,0.6198939170139584,0.6382614222999003,1
0.8510716183220857,0.4536775024971233,0.5043356452787829,0.7282723848814219,0.1645531070176998,1
0.4861997129102342,0.7801414938226124,0.98995596889366,0.4118224341610355,0.5388484824391473,1
0.678300213297853,0.6707563603378517,0.2473421022690428,0.6070163146637686,0.4893456208676405,1
0.7719008177925046,0.2965443002307144,0.6686441931523928,0.6970554570997436,0.4325920250143724,1
0.2190245857198355,0.0489802230358968,0.8724057473273366,0.2925516704387877,0.8347952796386173,1
0.3759044350216056,0.2229570150128507,0.7382546624002324,0.9542462289504328,0.0752297434430564,0
0.275021172507544,0.0020960110964182,0.7106990037372949,0.6809515457217966,0.3398435691266294,1
0.6394297673422819,0.755385017115242,0.3288485876948001,0.2540226282809936,0.8079107283320557,1
0.0148095776452271,0.3466749535602347,0.1843443437398818,0.2259026377753825,0.0722094896508962,0
0.0700993928534636,0.7754998588464787,0.3799963100073447,0.2794535157398555,0.1339673268548135,1
0.3033518690447527,0.1705973263581859,0.4292504563035066,0.110882888888311,0.1728862491299564,0
0.227937276643702,0.4018848535460784,0.4005963642701742,0.3921141120742526,0.393609927954514,0
0.8811238869900694,0.1583668825411197,0.6533959235585487,0.2864715827729075,0.7420743253237946,1
0.6122603136530087,0.7772393545617197,0.2795562956492732,0.7812154965679312,0.785543531495148,1
0.8600568356670699,0.1717580240525681,0.2927494181503621,0.689917624166639,0.5615883422274508,1
0.760163740290009,0.7563176194587379,0.6163846458638351,0.9569744600065384,0.9200161863272014,1
0.1566856988411233,0.8151105549619481,0.4156064314406543,0.6535757676325121,0.6401707447599838,0
0.8957573022009407,0.7278798571093584,0.7758799511269344,0.9790192385566236,0.8633889664360516,1
0.2659890644765833,0.5205392143481518,0.6707086747213797,0.9330258774578138,0.0883662983120758,0
0.4573457951750107,0.8149318300286198,0.0187872022408155,0.8341828324211047,0.9783399471109198,0
0.9905255022237008,0.06700465155324,0.3607776187350245,0.8108641596821292,0.4257371331999605,0
0.5610599326203882,0.5247446680538328,0.1396295739987905,0.9337209769891844,0.6581982374093686,0
0.1223734355527474,0.5360163708396025,0.7806303712918267,0.4703195193113182,0.0274983617780384,0
0.3852457551510774,0.8045244076156637,0.7031642951673927,0.1158676782598877,0.9102320609640452,1
0.6528650184135056,0.7696099225887325,0.2403686782426067,0.6867176643592459,0.6329726015327714,1
0.128084654837523,0.4908663127020779,0.4529106380039077,0.8004151395578684,0.5649329640075171,0
0.4864171949058422,0.541415076023094,0.9363121304893568,0.2802251596977637,0.4633179625701559,1
0.0834397726262147,0.9641728077246494,0.5086322474968697,0.2192085967372654,0.7356074685235582,0
0.505739242193839,0.5365768064204716,0.7447298931265364,0.8530841546048068,0.7351326359226614,1
0.4339944140684167,0.906438883313286,0.1546701972395375,0.0013668335076357,0.8331705806033542,1
0.1191658967519487,0.3700856740375273,0.867960149656973,0.910478994780949,0.4316060331859191,0
0.5644924124000399,0.633558471463665,0.7894676846758463,0.243909988539568,0.2607462586990247,1
0.4189456135552769,0.3389484492814973,0.124982003461242,0.4463541169815036,0.792025299461431,0
0.3103797630987026,0.2314000213605455,0.7695389849882667,0.0594417397991258,0.1889482699018531,0
0.2043353088690628,0.3180159216217029,0.319306781478612,0.0370328254562375,0.2241558237620987,0
0.426967971648699,0.5806235012897747,0.983861944165896,0.7399417783756392,0.495063552835477,1
0.5053100753985708,0.2046516441933039,0.2926601215790536,0.5786762893137725,0.1034503679247669,0
0.4264340104880784,0.0319862749146655,0.1284194793613189,0.1479973026515703,0.130768947344591,0
0.3329286417185431,0.2476036685190887,0.9902110934689452,0.0334596182526043,0.6868516754403724,1
0.6416909626143668,0.1945783179798753,0.4592388116041558,0.3486816059390568,0.7019595611427019,1
0.2824900793650046,0.8782780475902408,0.4048826897840788,0.7261933968951882,0.8818025934919801,1
0.4331349714822785,0.6182953067546346,0.8815186649822262,0.7842968634984337,0.0426117080384731,1
0.0365808294261669,0.0679380540802838,0.7252151588764426,0.4739633419466655,0.902507784996472,1
0.6736389441915747,0.5441946955736106,0.0135874756807226,0.7421616722958316,0.5920763679224816,0
0.3131644309020756,0.1926946687107528,0.5428905230882121,0.916912204199906,0.8106286463198207,0
0.5937267685242307,0.82197921956474,0.966095079343848,0.8107925781402837,0.721753273239195,1
0.6639262617639333,0.0552499117703138,0.5946821502607698,0.6305102167445612,0.0747756881840807,0
0.4202195014988449,0.3207684919621356,0.676174903736318,0.8215307178161315,0.2364490451992627,0
0.0065081967501252,0.6859346597845609,0.940073864135202,0.3598986221878607,0.672601112351545,0
0.0235740511591016,0.0099326236651396,0.5294172449777808,0.3913336363871935,0.8963305307333775,0
0.4692565499400024,0.3275624292239419,0.7081504226506721,0.9861850036223598,0.3667082802918837,1
0.8683329627887708,0.4673832416647442,0.8287555606398803,0.8530313339960401,0.1759090963664585,1
0.8634157528871538,0.4569589149688998,0.131282886193228,0.7879196768945469,0.8204456912581773,0
0.9173300206051468,0.5663637116582007,0.63733233692849,0.3457797771193752,0.0857625358385218,1
0.3506619885138093,0.1122000451907757,0.8553602143274216,0.7427780683382483,0.7939424325900454,1
0.6578183138404349,0.2424533032862657,0.6600854223954565,0.5256927955522852,0.2439684291310038,1
0.4899561074279664,0.0335847602912037,0.8257795669022956,0.8962617851292712,0.4924128855384804,0
0.0970606174753174,0.658743382161433,0.9845364611171908,0.7838643966895795,0.2307388006976567,1
0.2673129055244296,0.5462983413280633,0.974674564411306,0.8349286405823074,0.3668620496367095,1
0.2980133561929504,0.0042491896541951,0.7652304928681002,0.2304797691714251,0.6398214861417816,0
0.0677767169577095,0.8799873775545948,0.4473005891346056,0.3125077073251064,0.2738378506010779,1
0.7258156464792594,0.8210464308510785,0.7286998140303876,0.8015954747158062,0.2353557077375334,1
0.5316211364360899,0.5589025858929065,0.3019319198902727,0.3162330760285202,0.2367763091713774,0
0.6861421576036534,0.8384656748824959,0.6207549581552161,0.5916997949486603,0.3874329284897175,0
0.824298363609273,0.1903184188757424,0.4754740431203863,0.8696520974050631,0.0727954925031041,1
0.2131310209675661,0.8949030435464089,0.2607846637962455,0.4185426447897701,0.2213540706437651,1
0.7587649345958284,0.1938314261183983,0.2644591117205312,0.3110306397947368,0.7154168444089513,0
0.4261959736724987,0.3644604854710211,0.6041781010228345,0.8325012161722443,0.5932651498781015,1
0.0309306715432163,0.1484774086444139,0.2683948062471951,0.1724749179072304,0.8953327098915347,0
0.5597150330751611,0.2330253996310304,0.8116654468146312,0.7878636676990411,0.16099990577697,0
0.6531336649178294,0.0191237495046723,0.7199126323099397,0.5409841137623481,0.0598184587498474,0
0.7320894112637555,0.8881150445598935,0.8883221795749409,0.9559427434218108,0.8889464477125762,1
0.0344564406575544,0.9658574042659592,0.3709437382207483,0.8446895112441278,0.4292128789076487,0
0.2230134258196646,0.3117915280022761,0.3913021071095993,0.2176883233313511,0.1503234761152132,0
0.7658959250843095,0.6232008830914659,0.8252803430374718,0.2160709592859026,0.6715888935299219,1
0.8341513909525419,0.2944302145131847,0.7684645870853847,0.1989480080036961,0.7623683284598831,0
0.2632142344598631,0.5129412048558867,0.0476791266214281,0.4945008379881517,0.3897916052648855,0
0.8635177623726403,0.1247180576553136,0.457897351947901,0.2918567340526498,0.0619075437409092,1
0.3426105471393317,0.3882671154194062,0.7082005788635682,0.0100463991379468,0.1704429298146477,0
0.3206256268652583,0.9422410938260208,0.2150114813843634,0.2234338702833747,0.8596629941469789,0
0.8987859967924916,0.6197590673821828,0.0403668811245612,0.33986675147451,0.6515194555206735,0
0.475887554237818,0.2808948525020267,0.1120181174164864,0.0654292268363546,0.3739542566009557,0
0.8358599154617781,0.7571375928194375,0.146085230031134,0.2344259606199941,0.1512540522508768,0
0.6050389422914189,0.8748929259948118,0.6334049363927795,0.4841853475940235,0.0814284501789763,1
0.9585713967447158,0.3985085697987391,0.194173087072433,0.9560827351372913,0.7164213506246246,0
